duration,protocol_type,service,flag,src_bytes,dst_bytes,logged_in,count,same_srv_rate,serror_rate,srv_serror_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_srv_count,label
0,tcp,ftp,S0,0,0,0,248,0.04,1.0,1.0,0.07,0.0,0.0,4,DoS
0,tcp,http,SF,215,16372,1,2,1.0,0.0,0.0,0.0,0.02,0.04,255,Normal
0,tcp,private,REJ,0,0,0,1,1.0,0.0,0.0,1.0,0.01,0.0,1,Probe
0,tcp,http,SF,208,757,1,3,1.0,0.0,0.0,0.0,0.02,0.05,255,Normal
0,tcp,private,S0,0,0,0,106,0.02,1.0,1.0,0.06,0.0,0.0,2,DoS
0,tcp,ftp_data,SF,1363,0,0,17,1.0,0.0,0.0,0.03,0.34,0.0,71,Normal
0,tcp,http,S2,174,0,1,1,1.0,1.0,0.2,0.0,0.01,0.02,255,Normal
0,tcp,private,S0,0,0,0,234,0.02,1.0,1.0,0.11,0.01,0.0,5,DoS
0,tcp,domain,REJ,0,0,0,267,0.05,0.0,0.0,0.08,0.0,0.0,13,DoS
0,tcp,http,SF,144,37654,1,1,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,http,SF,287,2253,1,7,1.0,0.0,0.0,0.0,0.03,0.03,255,Normal
0,tcp,discard,S0,0,0,0,289,0.07,1.0,1.0,0.05,0.0,0.0,17,DoS
21,tcp,ftp,SF,234,769,1,1,1.0,0.0,0.0,0.07,0.01,0.0,32,Normal
0,tcp,http,SF,295,655,1,36,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,klogin,S0,0,0,0,137,0.01,1.0,1.0,0.06,0.0,0.0,2,DoS
0,tcp,http,SF,301,1565,1,11,1.0,0.0,0.0,0.0,0.09,0.03,255,Normal
0,tcp,http,SF,330,1537,1,2,1.0,0.0,0.0,0.0,0.17,0.02,255,Normal
0,tcp,http,SF,316,2278,1,6,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,udp,domain_u,SF,45,129,0,69,1.0,0.0,0.0,0.01,0.0,0.0,254,Normal
0,tcp,http,SF,320,379,1,8,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,auth,REJ,0,0,0,279,0.04,0.0,0.0,0.07,0.0,0.0,10,DoS
0,udp,other,SF,147,0,0,4,0.25,0.0,0.0,0.58,0.93,0.0,3,Normal
0,udp,private,SF,1,0,0,25,0.08,0.0,0.0,0.25,1.0,0.0,2,Probe
0,tcp,http,SF,226,9703,1,11,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,http,S1,209,10110,1,2,1.0,0.5,0.25,0.0,0.5,0.08,255,Normal
0,tcp,http,SF,290,760,1,3,1.0,0.0,0.0,0.0,0.01,0.02,255,Normal
0,tcp,netbios_ns,S0,0,0,0,196,0.04,1.0,1.0,0.07,0.0,0.0,7,DoS
0,tcp,echo,S0,0,0,0,140,0.11,1.0,1.0,0.05,0.0,0.0,3,DoS
36741,tcp,private,RSTR,1,0,0,2,1.0,0.0,0.0,0.5,1.0,0.0,2,Probe
0,tcp,telnet,RSTO,0,0,0,1,1.0,0.0,0.0,0.03,0.01,0.0,16,Normal
0,tcp,private,S0,0,0,0,226,0.08,1.0,1.0,0.07,0.0,0.0,18,DoS
0,tcp,http,SF,212,4791,1,2,1.0,0.0,0.0,0.0,0.14,0.05,255,Normal
0,icmp,urp_i,SF,182,0,0,2,0.5,0.0,0.0,0.01,0.1,0.0,19,Normal
0,tcp,ftp_data,S0,0,0,0,27,0.19,0.96,1.0,0.05,0.0,0.0,26,DoS
0,tcp,private,S0,0,0,0,253,0.02,1.0,1.0,0.08,0.0,0.0,5,DoS
0,tcp,finger,SF,13,229,0,1,1.0,0.0,0.0,0.08,0.02,0.21,14,Normal
0,icmp,urp_i,SF,70,0,0,18,0.11,0.0,0.0,0.01,0.08,0.0,21,Normal
0,tcp,http,SF,192,11572,1,2,1.0,0.0,0.0,0.0,0.33,0.02,255,Normal
0,tcp,systat,S0,0,0,0,283,0.07,1.0,1.0,0.07,0.0,0.0,1,DoS
0,tcp,ftp_data,SF,7077,0,1,4,1.0,0.0,0.0,0.05,0.29,0.02,88,Normal
0,tcp,http_443,REJ,0,0,0,113,0.1,0.0,0.0,0.07,0.0,0.0,11,DoS
0,tcp,http,SF,303,660,1,4,1.0,0.25,0.2,0.0,0.0,0.0,255,Normal
0,tcp,private,S0,0,0,0,13,0.54,1.0,1.0,0.07,0.0,0.0,7,DoS
0,tcp,smtp,SF,741,331,1,1,1.0,0.0,0.0,0.06,0.01,0.01,148,Normal
0,tcp,netstat,S0,0,0,0,276,0.01,1.0,1.0,0.06,0.0,0.0,3,DoS
0,tcp,private,S0,0,0,0,227,0.08,1.0,1.0,0.07,0.0,0.0,18,DoS
0,tcp,http,SF,340,22965,1,1,1.0,0.0,0.0,0.0,0.08,0.09,183,Normal
29,tcp,ftp,SF,1481,4152,1,1,1.0,0.0,0.0,0.19,0.04,0.0,10,Normal
0,tcp,uucp,RSTO,0,0,0,115,0.1,0.0,0.0,0.06,0.0,0.0,11,DoS
0,tcp,finger,S0,0,0,0,47,0.3,1.0,1.0,0.03,0.0,0.0,54,DoS
0,icmp,ecr_i,SF,1480,0,0,2,1.0,0.0,0.0,0.0,1.0,0.12,151,DoS
0,tcp,http,SF,255,6912,1,3,1.0,0.0,0.0,0.0,0.03,0.05,255,Normal
0,udp,domain_u,SF,44,73,0,74,1.0,0.0,0.0,0.01,0.0,0.0,254,Normal
0,tcp,http,REJ,0,0,0,1,1.0,0.0,0.0,0.0,0.08,0.19,213,Normal
0,tcp,netbios_ns,S0,0,0,0,272,0.02,1.0,1.0,0.08,0.0,0.0,6,DoS
0,tcp,uucp,RSTO,0,0,0,107,0.06,0.0,0.0,0.06,0.0,0.0,6,DoS
0,tcp,http,SF,308,294,1,14,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,http,SF,195,1227,1,1,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,finger,S0,0,0,0,22,0.09,1.0,1.0,0.06,0.06,0.29,7,DoS
0,tcp,http,SF,216,594,1,1,1.0,0.0,0.0,0.0,0.05,0.02,255,Normal
0,tcp,private,S0,0,0,0,195,0.01,1.0,1.0,0.07,0.01,0.0,1,DoS
0,tcp,private,S0,0,0,0,237,0.01,1.0,1.0,0.06,0.0,0.0,10,DoS
0,tcp,efs,REJ,0,0,0,141,0.1,0.0,0.0,0.06,0.0,0.0,14,DoS
0,tcp,http,SF,234,1075,1,6,1.0,0.0,0.0,0.01,0.0,0.0,245,Normal
0,tcp,private,REJ,0,0,0,98,0.17,0.0,0.0,0.06,0.0,0.0,17,DoS
0,udp,domain_u,SF,45,76,0,199,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,udp,domain_u,SF,46,73,0,168,1.0,0.0,0.0,0.01,0.0,0.0,254,Normal
25910,tcp,private,RSTR,1,0,0,2,1.0,0.0,0.0,0.68,1.0,0.0,2,Probe
4961,tcp,other,RSTR,1,0,0,2,1.0,0.0,0.0,0.74,1.0,0.0,2,Probe
0,icmp,eco_i,SF,8,0,0,1,1.0,0.0,0.0,0.0,1.0,0.25,173,Probe
0,tcp,private,S0,0,0,0,139,0.12,1.0,1.0,0.06,0.0,0.0,16,DoS
0,icmp,ecr_i,SF,64,0,0,1,1.0,0.0,0.0,0.04,0.02,0.0,2,Normal
0,tcp,telnet,S0,0,0,0,67,0.24,1.0,1.0,0.02,0.0,0.0,67,DoS
0,tcp,private,RSTR,0,0,0,1,1.0,0.0,0.0,0.62,0.61,0.0,1,Probe
0,tcp,http,REJ,0,0,0,1,1.0,0.0,0.0,0.0,0.33,0.19,211,Normal
0,tcp,courier,S0,0,0,0,99,0.02,1.0,1.0,0.05,0.0,0.0,8,DoS
0,tcp,private,REJ,0,0,0,309,0.0,0.07,0.0,1.0,0.0,0.0,1,Probe
0,tcp,sunrpc,S0,0,0,0,259,0.06,1.0,1.0,0.08,0.0,0.0,5,DoS
0,tcp,http,SF,139,31614,1,1,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,private,REJ,0,0,0,144,0.1,0.0,0.0,0.09,0.01,0.0,14,DoS
0,tcp,http,SF,208,3997,1,3,1.0,0.0,0.0,0.0,0.33,0.02,255,Normal
0,tcp,private,S0,0,0,0,275,0.05,1.0,1.0,0.08,0.0,0.0,6,DoS
0,tcp,whois,S0,0,0,0,269,0.0,1.0,1.0,0.06,0.0,0.0,3,DoS
0,tcp,pop_3,SF,52,1554,1,1,1.0,0.0,0.0,0.05,0.01,0.33,6,Normal
0,tcp,private,S0,0,0,0,237,0.04,1.0,1.0,0.08,0.0,0.0,12,DoS
0,tcp,private,S0,0,0,0,237,0.08,1.0,1.0,0.07,0.0,0.0,20,DoS
0,tcp,http,SF,198,1943,1,5,1.0,0.0,0.0,0.0,0.2,0.04,255,Normal
0,udp,domain_u,SF,91,0,0,2,1.0,0.0,0.0,0.03,0.63,0.0,45,Normal
0,tcp,private,S0,0,0,0,214,0.01,1.0,1.0,0.09,0.0,0.0,1,DoS
0,tcp,http,SF,303,1491,1,17,1.0,0.0,0.0,0.0,0.01,0.03,255,Normal
0,tcp,http,SF,216,292,1,10,1.0,0.0,0.0,0.0,0.02,0.01,255,Normal
0,tcp,uucp,S0,0,0,0,134,0.08,1.0,1.0,0.06,0.0,0.0,13,DoS
0,tcp,http,SF,284,9418,1,11,1.0,0.0,0.0,0.0,0.01,0.01,255,Normal
20,tcp,private,RSTR,0,0,0,1,1.0,0.0,0.0,0.26,0.24,0.0,1,Probe
0,tcp,http,SF,300,2698,1,1,1.0,0.0,0.0,0.01,0.0,0.0,248,Normal
0,tcp,http,SF,404,749,1,1,1.0,0.0,0.0,0.0,1.0,0.03,255,Normal
0,tcp,telnet,S0,0,0,0,61,0.23,1.0,1.0,0.02,0.02,0.0,64,DoS
0,tcp,uucp_path,REJ,0,0,0,202,0.01,0.0,0.0,0.07,0.0,0.0,2,DoS
0,tcp,telnet,S0,0,0,0,261,0.05,1.0,1.0,0.07,0.0,0.0,7,DoS
0,tcp,imap4,S0,0,0,0,200,0.09,1.0,1.0,0.06,0.0,0.0,19,DoS
0,tcp,ftp_data,SF,12324,0,0,2,1.0,0.0,0.0,0.1,0.15,0.0,6,Normal
6,tcp,smtp,SF,1447,328,1,1,1.0,0.0,0.0,0.04,0.02,0.01,138,Normal
0,tcp,http,SF,320,482,1,19,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
17,tcp,smtp,SF,966,334,1,1,1.0,0.0,0.0,0.03,0.0,0.01,157,Normal
0,tcp,http,REJ,0,0,0,1,1.0,0.0,0.0,0.0,0.25,0.13,143,Normal
0,tcp,finger,RSTO,0,0,0,1,1.0,0.0,0.0,0.02,0.0,0.14,14,Normal
0,tcp,private,S0,0,0,0,223,0.05,1.0,1.0,0.06,0.0,0.0,7,DoS
0,tcp,private,S0,0,0,0,133,0.07,1.0,1.0,0.06,0.0,0.0,12,DoS
0,udp,domain_u,SF,45,75,0,310,1.0,0.0,0.0,0.01,0.0,0.0,219,Normal
0,tcp,private,S0,0,0,0,255,0.02,1.0,1.0,0.07,0.0,0.0,17,DoS
0,tcp,http,SF,167,2619,1,25,1.0,0.0,0.0,0.0,0.02,0.03,255,Normal
0,tcp,http,SF,280,1329,1,24,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,netbios_dgm,S0,0,0,0,255,0.08,1.0,1.0,0.05,0.0,0.0,21,DoS
0,tcp,http,SF,139,32424,1,1,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,private,REJ,0,0,0,204,0.01,0.0,0.0,0.08,0.0,0.0,2,DoS
0,tcp,http,SF,237,2445,1,3,1.0,0.0,0.0,0.0,0.0,0.01,255,Normal
0,tcp,nnsp,S0,0,0,0,124,0.06,1.0,1.0,0.07,0.0,0.0,4,DoS
0,tcp,domain,S0,0,0,0,231,0.0,1.0,1.0,0.08,0.0,0.0,1,DoS
0,tcp,private,S0,0,0,0,130,0.07,1.0,1.0,0.11,0.01,0.0,12,DoS
0,tcp,courier,REJ,0,0,0,106,0.04,0.0,0.0,0.06,0.0,0.0,4,DoS
0,tcp,private,REJ,0,0,0,272,0.06,0.0,0.0,0.09,0.0,0.0,15,DoS
0,tcp,finger,S0,0,0,0,65,0.26,0.98,1.0,0.05,0.01,0.0,37,DoS
0,udp,domain_u,SF,44,129,0,199,0.99,0.0,0.0,0.01,0.01,0.0,162,Normal
0,tcp,Z39_50,S0,0,0,0,288,0.05,1.0,1.0,0.06,0.0,0.0,11,DoS
0,tcp,http,SF,329,15337,1,4,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
1,tcp,ftp,SF,1183,2445,1,1,1.0,0.0,0.0,0.02,0.0,0.0,88,R2L
0,tcp,private,RSTR,0,0,0,1,1.0,0.0,0.0,0.52,0.51,0.0,1,Probe
0,icmp,ecr_i,SF,1032,0,0,187,1.0,0.0,0.0,0.01,0.73,0.0,187,DoS
0,tcp,uucp,S0,0,0,0,125,0.04,1.0,1.0,0.05,0.0,0.0,5,DoS
0,tcp,http,SF,199,450,1,3,1.0,0.0,0.0,0.0,0.0,0.01,212,Normal
0,icmp,ecr_i,SF,1032,0,0,270,1.0,0.0,0.0,0.06,0.24,0.0,29,DoS
0,tcp,ftp_data,SF,1470,0,1,4,1.0,0.0,0.0,0.01,0.36,0.0,92,Normal
29,tcp,ftp,SF,1458,4152,1,1,1.0,0.0,0.0,0.04,0.01,0.0,40,Normal
0,icmp,eco_i,SF,8,0,0,1,1.0,0.0,0.0,0.0,1.0,0.31,13,Probe
2,tcp,ftp_data,SF,2194619,0,1,2,1.0,0.0,0.0,0.03,0.43,0.03,77,Normal
0,tcp,netbios_dgm,S0,0,0,0,234,0.03,1.0,1.0,0.07,0.0,0.0,9,DoS
0,tcp,private,REJ,0,0,0,100,0.1,0.0,0.0,0.07,0.0,0.0,10,DoS
6531,udp,other,SF,145,105,0,2,1.0,0.0,0.0,0.6,0.85,0.0,2,Normal
0,tcp,http,SF,218,8663,1,1,1.0,0.0,0.0,0.0,0.01,0.04,255,Normal
0,tcp,http_443,S0,0,0,0,43,0.26,1.0,1.0,0.09,0.0,0.0,11,DoS
0,udp,domain_u,SF,44,131,0,72,1.0,0.0,0.0,0.01,0.0,0.0,254,Normal
0,tcp,mtp,REJ,0,0,0,267,0.02,0.0,0.0,0.08,0.0,0.0,6,DoS
1,tcp,smtp,SF,2764,367,1,1,1.0,0.0,0.0,0.02,0.0,0.0,182,Normal
0,tcp,ftp_data,SF,641,0,1,2,1.0,0.0,0.0,0.03,0.78,0.02,112,Normal
0,tcp,http,SF,302,307,1,2,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,http,SF,223,887,1,5,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,ftp_data,SF,960,0,0,2,1.0,0.0,0.0,0.08,0.15,0.0,6,Normal
1,tcp,smtp,SF,1437,338,1,1,1.0,0.0,0.0,0.03,0.01,0.01,179,Normal
0,tcp,private,S0,0,0,0,104,0.03,1.0,1.0,0.07,0.0,0.0,2,DoS
0,tcp,http,SF,205,434,1,29,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,exec,RSTO,0,0,0,145,0.11,0.0,0.0,0.07,0.0,0.0,16,DoS
0,udp,domain_u,SF,44,44,0,132,1.0,0.0,0.0,0.01,0.01,0.0,254,Normal
0,tcp,private,RSTO,0,0,0,141,0.14,0.0,0.0,0.05,0.0,0.0,20,DoS
0,tcp,http,SF,334,1320,1,7,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,private,S0,0,0,0,88,0.22,1.0,1.0,0.08,0.0,0.0,2,DoS
0,tcp,discard,S0,0,0,0,110,0.02,1.0,1.0,0.07,0.0,0.0,2,DoS
0,tcp,smtp,SF,4657,334,1,1,1.0,0.0,0.0,0.02,0.01,0.0,94,Normal
0,udp,domain_u,SF,43,137,0,70,1.0,0.0,0.0,0.02,0.0,0.0,191,Normal
0,tcp,telnet,S0,0,0,0,35,0.17,1.0,1.0,0.04,0.02,0.0,54,DoS
0,tcp,http,SF,338,327,1,2,1.0,0.0,0.0,0.0,0.0,0.01,255,Normal
0,tcp,http,SF,331,1397,1,12,1.0,0.0,0.0,0.0,0.01,0.02,255,Normal
32,tcp,ftp,SF,1503,4152,1,1,1.0,0.0,0.0,0.04,0.01,0.0,23,Normal
0,tcp,private,S0,0,0,0,216,0.08,1.0,1.0,0.07,0.0,0.0,20,DoS
1,tcp,ftp,RSTO,0,133,0,1,1.0,0.0,0.0,1.0,0.5,0.0,1,Probe
0,tcp,http,SF,227,349,1,5,1.0,0.0,0.0,0.0,0.2,0.05,255,Normal
0,icmp,ecr_i,SF,1480,0,0,9,1.0,0.0,0.0,0.02,0.04,0.0,9,DoS
0,udp,domain_u,SF,46,134,0,149,1.0,0.0,0.0,0.01,0.0,0.0,254,Normal
0,tcp,smtp,SF,979,340,1,1,1.0,0.0,0.0,0.02,0.0,0.01,140,Normal
0,tcp,smtp,SF,754,337,1,1,1.0,0.0,0.0,0.05,0.01,0.01,148,Normal
0,tcp,http,SF,333,492,1,34,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,udp,domain_u,SF,44,132,0,146,1.0,0.0,0.0,0.01,0.0,0.0,254,Normal
0,tcp,http,SF,324,57408,1,21,1.0,0.0,0.0,0.0,0.05,0.09,255,Normal
0,tcp,csnet_ns,S0,0,0,0,274,0.06,1.0,1.0,0.08,0.0,0.0,5,DoS
0,tcp,http,SF,289,4080,1,5,1.0,0.0,0.0,0.0,0.0,0.01,255,Normal
0,tcp,http,SF,293,1474,1,9,1.0,0.0,0.0,0.0,0.11,0.06,255,Normal
0,tcp,http,SF,306,1104,1,11,1.0,0.0,0.0,0.0,0.09,0.04,255,Normal
0,tcp,http,SF,211,1565,1,6,1.0,0.0,0.0,0.0,0.02,0.02,255,Normal
15,tcp,smtp,SF,3572,329,1,1,1.0,0.0,0.0,0.02,0.0,0.0,170,Normal
0,tcp,http,SF,379,2269,1,18,1.0,0.0,0.0,0.0,0.02,0.03,255,Normal
0,tcp,http,SF,219,1228,1,2,1.0,0.0,0.0,0.0,0.08,0.0,13,Normal
0,tcp,http,SF,215,310,1,6,1.0,0.0,0.0,0.0,0.17,0.01,255,Normal
0,tcp,http,SF,54540,8314,1,2,1.0,0.0,0.0,0.0,0.01,0.0,87,DoS
0,tcp,smtp,SF,2493,328,1,1,1.0,0.0,0.0,0.02,0.0,0.0,147,Normal
0,tcp,private,S0,0,0,0,178,0.02,1.0,1.0,0.07,0.0,0.0,12,DoS
0,tcp,private,S0,0,0,0,241,0.06,1.0,1.0,0.07,0.01,0.0,14,DoS
0,tcp,imap4,S0,0,0,0,266,0.06,1.0,1.0,0.05,0.0,0.0,16,DoS
0,tcp,http,SF,299,6534,1,23,1.0,0.0,0.0,0.0,0.04,0.05,255,Normal
0,tcp,http,SF,246,5776,1,13,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,http,REJ,0,0,0,2,1.0,0.0,0.0,0.0,0.05,0.21,201,Normal
0,tcp,http,SF,304,2013,1,2,1.0,0.0,0.0,0.0,0.5,0.0,2,Normal
0,tcp,private,S0,0,0,0,156,0.12,1.0,1.0,0.07,0.0,0.0,5,DoS
0,tcp,ftp,RSTO,0,0,0,249,0.06,0.0,0.0,0.08,0.0,0.0,16,DoS
0,tcp,http,REJ,0,0,0,1,1.0,0.0,0.0,0.0,0.2,0.2,46,Normal
0,tcp,telnet,S0,0,0,0,54,0.22,1.0,1.0,0.03,0.03,0.06,35,DoS
0,icmp,urp_i,SF,78,0,0,21,0.1,0.0,0.0,0.01,0.04,0.0,9,Normal
0,tcp,http,SF,337,942,1,14,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,private,REJ,0,0,0,91,0.01,0.08,0.0,0.63,0.0,0.0,1,Probe
0,tcp,kshell,S0,0,0,0,142,0.07,1.0,1.0,0.06,0.0,0.0,10,DoS
0,tcp,echo,RSTO,0,0,0,145,0.14,0.0,0.0,0.07,0.0,0.0,3,DoS
0,tcp,private,REJ,0,0,0,52,0.02,0.13,0.0,0.49,0.0,0.0,1,Probe
0,tcp,http,SF,214,6204,1,11,1.0,0.0,0.0,0.0,0.01,0.03,255,Normal
5055,tcp,ftp,SF,1049,2274,1,1,1.0,0.0,0.0,0.02,0.0,0.0,26,R2L
0,tcp,domain,S0,0,0,0,112,0.11,1.0,1.0,0.08,0.0,0.0,12,DoS
0,tcp,uucp_path,REJ,0,0,0,202,0.0,0.0,0.0,0.07,0.0,0.0,1,DoS
0,tcp,ftp_data,SF,748,0,0,1,1.0,0.0,0.0,0.02,0.19,0.0,31,Normal
2,tcp,smtp,SF,971,367,1,1,1.0,0.0,0.0,0.03,0.01,0.01,192,Normal
0,tcp,http,SF,346,2445,1,3,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,auth,S0,0,0,0,136,0.04,1.0,1.0,0.07,0.0,0.0,19,DoS
0,tcp,http,SF,230,10828,1,4,1.0,0.0,0.0,0.0,0.06,0.06,255,Normal
0,tcp,ldap,S0,0,0,0,292,0.03,1.0,1.0,0.05,0.0,0.0,10,DoS
0,tcp,http,SF,164,14875,1,25,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,http,SF,266,1639,1,10,1.0,0.0,0.0,0.0,0.0,0.02,255,Normal
0,tcp,http,SF,260,193,1,1,1.0,0.0,0.0,0.0,0.04,0.04,255,Normal
0,tcp,private,S0,0,0,0,125,0.02,1.0,1.0,0.08,0.0,0.0,20,DoS
0,tcp,Z39_50,REJ,0,0,0,231,0.06,0.0,0.0,0.07,0.0,0.0,13,DoS
0,tcp,http,REJ,0,0,0,1,1.0,0.0,0.0,0.0,0.06,0.07,255,Normal
0,icmp,ecr_i,SF,1032,0,0,164,1.0,0.0,0.0,0.0,1.0,0.0,255,DoS
0,tcp,http,SF,201,1031,1,22,1.0,0.0,0.0,0.0,0.01,0.01,255,Normal
0,tcp,http,SF,319,12689,1,11,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,private,S0,0,0,0,166,0.01,1.0,1.0,0.07,0.0,0.0,20,DoS
0,udp,domain_u,SF,44,128,0,65,1.0,0.0,0.0,0.01,0.0,0.0,254,Normal
0,tcp,http,SF,244,263,1,21,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,http,SF,298,736,1,2,1.0,0.0,0.0,0.0,0.03,0.02,255,Normal
0,tcp,http,SF,335,652,1,2,1.0,0.0,0.0,0.0,0.1,0.02,255,Normal
0,tcp,http,SF,201,1648,1,2,1.0,0.0,0.0,0.0,0.5,0.02,255,Normal
0,tcp,ftp_data,SF,5929,0,1,2,1.0,0.0,0.0,0.06,0.49,0.02,118,Normal
0,tcp,http,SF,261,391,1,12,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,ftp,S0,0,0,0,105,0.22,1.0,1.0,0.07,0.0,0.0,6,DoS
0,udp,domain_u,SF,91,0,0,1,1.0,0.0,0.0,0.01,0.72,0.0,97,Normal
0,tcp,gopher,REJ,0,0,0,259,0.06,0.0,0.0,0.06,0.0,0.0,16,DoS
0,tcp,csnet_ns,REJ,0,0,0,242,0.04,0.0,0.0,0.07,0.0,0.0,9,DoS
0,tcp,http,SF,214,1443,1,37,1.0,0.0,0.0,0.0,0.03,0.05,255,Normal
0,tcp,http,SF,352,13356,1,5,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,http,SF,231,1380,1,7,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,telnet,S0,0,0,0,15,0.13,1.0,1.0,0.08,0.0,0.0,12,DoS
0,tcp,netstat,S0,0,0,0,201,0.07,1.0,1.0,0.07,0.0,0.0,14,DoS
0,udp,domain_u,SF,44,127,0,89,1.0,0.0,0.0,0.01,0.0,0.0,253,Normal
0,tcp,nnsp,REJ,0,0,0,134,0.04,0.0,0.0,0.06,0.0,0.0,4,DoS
0,tcp,private,S0,0,0,0,142,0.08,1.0,1.0,0.08,0.0,0.0,15,DoS
1,tcp,smtp,SF,2476,387,1,2,0.5,0.5,0.0,0.86,0.0,0.0,18,Normal
50,tcp,ftp,SF,1508,4152,1,1,1.0,0.0,0.0,0.04,0.01,0.0,28,Normal
1,tcp,smtp,SF,811,328,1,1,1.0,0.0,0.0,0.04,0.01,0.0,30,Normal
0,tcp,vmnet,S0,0,0,0,240,0.08,1.0,1.0,0.08,0.0,0.0,1,DoS
0,tcp,uucp,S0,0,0,0,122,0.1,1.0,1.0,0.05,0.0,0.0,12,DoS
0,tcp,gopher,S0,0,0,0,226,0.01,1.0,1.0,0.07,0.0,0.0,3,DoS
0,tcp,http,SF,193,649,1,5,1.0,0.0,0.0,0.0,0.2,0.02,243,Normal
0,tcp,http,SF,196,6356,1,17,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,other,SF,16787,0,1,9,0.11,0.11,0.0,0.11,0.31,0.0,1,Normal
0,udp,domain_u,SF,45,76,0,228,1.0,0.0,0.0,0.0,0.01,0.0,255,Normal
0,tcp,ftp_data,SF,1692,0,0,2,1.0,0.0,0.0,0.63,0.12,0.0,31,Normal
19,tcp,smtp,SF,1264,411,1,1,1.0,0.0,0.0,0.02,0.01,0.01,166,Normal
0,icmp,eco_i,SF,18,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,206,Probe
0,tcp,http,SF,342,7208,1,2,1.0,0.0,0.0,0.0,0.03,0.04,255,Normal
0,tcp,private,S0,0,0,0,298,0.02,1.0,1.0,0.09,0.01,0.0,1,DoS
0,tcp,private,RSTR,0,0,0,1,1.0,0.0,0.0,0.48,0.48,0.0,1,Probe
0,tcp,ftp_data,S0,0,0,0,251,0.04,1.0,1.0,0.07,0.0,0.0,12,DoS
0,tcp,http,SF,227,10739,1,22,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,link,S0,0,0,0,261,0.0,1.0,1.0,0.07,0.0,0.0,1,DoS
0,tcp,ftp_data,SF,334,0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,11,R2L
0,tcp,time,SF,0,4,0,1,1.0,0.0,0.0,0.0,0.06,0.0,16,Normal
0,tcp,http,SF,229,280,1,8,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,http,SF,196,25519,1,2,1.0,0.0,0.0,0.0,0.01,0.02,255,Normal
25,tcp,smtp,SF,1716,367,1,1,1.0,0.0,0.0,0.02,0.0,0.0,128,Normal
0,udp,domain_u,SF,40,40,0,3,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,private,REJ,0,0,0,500,0.0,0.06,0.0,1.0,0.0,0.0,1,Probe
0,tcp,http,S0,0,0,0,35,0.37,1.0,1.0,0.02,0.01,0.0,65,DoS
0,tcp,http_443,REJ,0,0,0,147,0.13,0.0,0.0,0.07,0.0,0.0,12,DoS
0,tcp,http,SF,237,1091,1,15,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,imap4,S0,0,0,0,229,0.01,1.0,1.0,0.07,0.0,0.0,2,DoS
0,tcp,private,S0,0,0,0,284,0.06,1.0,1.0,0.06,0.0,0.0,18,DoS
1,tcp,smtp,SF,977,326,1,1,1.0,0.0,0.0,0.02,0.0,0.0,203,Normal
0,tcp,other,REJ,0,0,0,479,0.0,0.07,0.0,1.0,0.0,0.0,1,Probe
0,udp,domain_u,SF,46,136,0,274,1.0,0.0,0.0,0.01,0.0,0.0,251,Normal
